shipment_id,ontime_status,infull_status,otif_status
SH-2026-018861,Ontime,Infull,OTIF
SH-2026-018862,Ontime,Infull,OTIF
SH-2026-018863,Ontime,Infull,OTIF
SH-2026-018864,Ontime,Infull,OTIF
SH-2026-018865,Ontime,Infull,OTIF
SH-2026-018866,Ontime,Infull,OTIF
SH-2026-018867,Ontime,Infull,OTIF
SH-2026-018868,Ontime,Infull,OTIF
SH-2026-018869,Ontime,Infull,OTIF
SH-2026-018870,Ontime,Infull,OTIF
SH-2026-018871,Ontime,Infull,OTIF
SH-2026-018872,Ontime,Infull,OTIF
SH-2026-018873,Ontime,Infull,OTIF
SH-2026-018874,Ontime,Infull,OTIF
SH-2026-018875,Ontime,Infull,OTIF
SH-2026-018876,Ontime,Infull,OTIF
SH-2026-018877,Ontime,Infull,OTIF
SH-2026-018878,Ontime,Infull,OTIF
SH-2026-018879,Ontime,Infull,OTIF
SH-2026-018880,Ontime,Infull,OTIF
SH-2026-018881,Ontime,Infull,OTIF
SH-2026-018882,Ontime,Infull,OTIF
SH-2026-018883,Ontime,Infull,OTIF
SH-2026-018884,Ontime,Infull,OTIF
SH-2026-018885,Ontime,Infull,OTIF
SH-2026-018886,Ontime,Infull,OTIF
SH-2026-018887,Ontime,Infull,OTIF
SH-2026-018888,Ontime,Infull,OTIF
SH-2026-018889,Ontime,Infull,OTIF
SH-2026-018890,Ontime,Infull,OTIF
SH-2026-018891,Ontime,Infull,OTIF
SH-2026-018892,Ontime,Infull,OTIF
SH-2026-018893,Ontime,Infull,OTIF
SH-2026-018894,Ontime,Infull,OTIF
SH-2026-018895,Ontime,Infull,OTIF
SH-2026-018896,Ontime,Infull,OTIF
SH-2026-018897,Ontime,Infull,OTIF
SH-2026-018898,Ontime,Infull,OTIF
SH-2026-018899,Ontime,Infull,OTIF
SH-2026-018900,Ontime,Infull,OTIF
SH-2026-018901,Ontime,Infull,OTIF
SH-2026-018902,Ontime,Infull,OTIF
SH-2026-018903,Ontime,Infull,OTIF
SH-2026-018904,Ontime,Infull,OTIF
SH-2026-018905,Ontime,Infull,OTIF
SH-2026-018906,Ontime,Infull,OTIF
SH-2026-018907,Ontime,Infull,OTIF
SH-2026-018908,Ontime,Infull,OTIF
SH-2026-018909,Ontime,Infull,OTIF
SH-2026-018910,Ontime,Infull,Not OTIF
SH-2026-018911,Late,Infull,Not OTIF
SH-2026-018912,Late,Infull,Not OTIF
SH-2026-018913,Ontime,Infull,OTIF
SH-2026-018914,Ontime,Infull,OTIF
SH-2026-018915,Ontime,Infull,OTIF
SH-2026-018916,Ontime,Infull,OTIF
SH-2026-018917,Ontime,Infull,OTIF
SH-2026-018918,Ontime,Infull,OTIF
SH-2026-018919,Ontime,Short,Not OTIF
SH-2026-018920,Ontime,Infull,OTIF
SH-2026-018921,Ontime,Infull,OTIF
SH-2026-018922,Ontime,Infull,OTIF
SH-2026-018923,Ontime,Infull,OTIF
SH-2026-018924,Ontime,Infull,OTIF
SH-2026-018925,Ontime,Infull,OTIF
SH-2026-018926,Ontime,Infull,OTIF
SH-2026-018927,Late,Infull,Not OTIF
SH-2026-018928,Ontime,Infull,OTIF
SH-2026-018929,Late,Infull,Not OTIF
SH-2026-018930,Ontime,Infull,OTIF
SH-2026-018931,Ontime,Infull,OTIF
SH-2026-018932,Ontime,Infull,OTIF
SH-2026-018933,Ontime,Infull,OTIF
SH-2026-018934,Ontime,Infull,OTIF
SH-2026-018935,Ontime,Infull,OTIF
SH-2026-018936,Ontime,Infull,OTIF
SH-2026-018937,Ontime,Infull,OTIF
SH-2026-018938,Ontime,Infull,OTIF
SH-2026-018939,Ontime,Infull,OTIF
SH-2026-018940,Ontime,Infull,OTIF
SH-2026-018941,Ontime,Infull,OTIF
SH-2026-018942,Ontime,Infull,OTIF
SH-2026-018943,Ontime,Infull,OTIF
SH-2026-018944,Ontime,Infull,OTIF
SH-2026-018945,Ontime,Infull,OTIF
SH-2026-018946,Ontime,Infull,OTIF
SH-2026-018947,Ontime,Infull,OTIF
SH-2026-018948,Ontime,Infull,OTIF
SH-2026-018949,Ontime,Infull,OTIF
SH-2026-018950,Ontime,Infull,OTIF
SH-2026-018951,Ontime,Infull,OTIF
SH-2026-018952,Ontime,Infull,OTIF
SH-2026-018953,Ontime,Infull,OTIF
SH-2026-018954,Ontime,Infull,OTIF
SH-2026-018955,Ontime,Infull,OTIF
SH-2026-018956,Ontime,Infull,OTIF
SH-2026-018957,Ontime,Infull,OTIF
SH-2026-018958,Ontime,Infull,OTIF
SH-2026-018959,Ontime,Infull,OTIF
SH-2026-018960,Ontime,Infull,OTIF
SH-2026-018961,Ontime,Infull,OTIF
SH-2026-018962,Ontime,Infull,OTIF
SH-2026-018963,Ontime,Infull,OTIF
SH-2026-018964,Ontime,Infull,OTIF
SH-2026-018965,Ontime,Infull,OTIF
SH-2026-018966,Ontime,Infull,OTIF
SH-2026-018967,Ontime,Infull,OTIF
SH-2026-018968,Ontime,Infull,OTIF
SH-2026-018969,Ontime,Infull,OTIF
SH-2026-018970,Ontime,Infull,OTIF
SH-2026-018971,Ontime,Infull,OTIF
SH-2026-018972,Ontime,Infull,OTIF
SH-2026-018973,Ontime,Infull,OTIF
SH-2026-018974,Ontime,Infull,OTIF
SH-2026-018975,Ontime,Infull,OTIF
SH-2026-018976,Ontime,Infull,OTIF
SH-2026-018977,Ontime,Infull,OTIF
SH-2026-018978,Ontime,Infull,OTIF
SH-2026-018979,Ontime,Infull,OTIF
SH-2026-018980,Ontime,Infull,OTIF
SH-2026-018981,Ontime,Infull,OTIF
SH-2026-018982,Ontime,Infull,OTIF
SH-2026-018983,Ontime,Infull,OTIF
SH-2026-018984,Ontime,Infull,OTIF
SH-2026-018985,Ontime,Infull,OTIF
SH-2026-018986,Ontime,Infull,OTIF
SH-2026-018987,Ontime,Infull,OTIF
SH-2026-018988,Ontime,Infull,OTIF
SH-2026-018989,Ontime,Infull,OTIF
SH-2026-018990,Ontime,Infull,OTIF
SH-2026-018991,Ontime,Infull,OTIF
SH-2026-018992,Ontime,Infull,OTIF
SH-2026-018993,Ontime,Infull,OTIF
SH-2026-018994,Ontime,Infull,OTIF
SH-2026-018995,Ontime,Infull,OTIF
SH-2026-018996,Ontime,Infull,OTIF
SH-2026-018997,Ontime,Infull,OTIF
SH-2026-018998,Ontime,Infull,OTIF
SH-2026-018999,Ontime,Infull,OTIF
SH-2026-019000,Ontime,Infull,OTIF
SH-2026-019001,Ontime,Infull,OTIF
SH-2026-019002,Ontime,Short,Not OTIF
SH-2026-019003,Ontime,Infull,OTIF
SH-2026-019004,Ontime,Infull,OTIF
SH-2026-019005,Ontime,Infull,OTIF
SH-2026-019006,Ontime,Infull,OTIF
SH-2026-019007,Ontime,Infull,OTIF
SH-2026-019008,Ontime,Infull,OTIF
SH-2026-019009,Ontime,Infull,OTIF
SH-2026-019010,Ontime,Infull,OTIF
SH-2026-019011,Ontime,Infull,OTIF
SH-2026-019012,Ontime,Infull,OTIF
SH-2026-019013,Ontime,Infull,OTIF
SH-2026-019014,Ontime,Infull,OTIF
SH-2026-019015,Late,Infull,Not OTIF
SH-2026-019016,Ontime,Infull,OTIF
SH-2026-019017,Ontime,Infull,OTIF
SH-2026-019018,Ontime,Infull,OTIF
SH-2026-019019,Ontime,Infull,OTIF
SH-2026-019020,Ontime,Infull,OTIF
SH-2026-019021,Ontime,Infull,OTIF
SH-2026-019022,Ontime,Infull,OTIF
SH-2026-019023,Ontime,Infull,OTIF
SH-2026-019024,Ontime,Short,Not OTIF
SH-2026-019025,Late,Short,Not OTIF
SH-2026-019026,Ontime,Infull,OTIF
SH-2026-019027,Ontime,Infull,OTIF
SH-2026-019028,Ontime,Infull,OTIF
SH-2026-019029,Ontime,Short,Not OTIF
SH-2026-019030,Ontime,Infull,OTIF
SH-2026-019031,Late,Short,Not OTIF
SH-2026-019032,Ontime,Infull,OTIF
SH-2026-019033,Ontime,Infull,OTIF
SH-2026-019034,Late,Infull,Not OTIF
SH-2026-019035,Ontime,Infull,OTIF
SH-2026-019036,Ontime,Infull,OTIF
SH-2026-019037,Ontime,Infull,OTIF
SH-2026-019038,Ontime,Infull,OTIF
SH-2026-019039,Ontime,Infull,OTIF
SH-2026-019040,Ontime,Infull,OTIF
SH-2026-019041,Ontime,Infull,OTIF
SH-2026-019042,Ontime,Infull,OTIF
SH-2026-019043,Ontime,Infull,OTIF
SH-2026-019044,Ontime,Infull,OTIF
SH-2026-019045,Ontime,Infull,OTIF
SH-2026-019046,Ontime,Infull,OTIF
SH-2026-019047,Ontime,Infull,OTIF
SH-2026-019048,Late,Infull,Not OTIF
SH-2026-019049,Late,Infull,Not OTIF
SH-2026-019050,Late,Short,Not OTIF
SH-2026-019051,Ontime,Infull,OTIF
SH-2026-019052,Ontime,Infull,OTIF
SH-2026-019053,Ontime,Infull,OTIF
SH-2026-019054,Ontime,Short,Not OTIF
SH-2026-019055,Ontime,Short,Not OTIF
SH-2026-019056,Ontime,Infull,OTIF
SH-2026-019057,Ontime,Infull,OTIF
SH-2026-019058,Late,Infull,Not OTIF
SH-2026-019059,Late,Infull,Not OTIF
SH-2026-019060,Late,Infull,Not OTIF
SH-2026-019061,Ontime,Infull,OTIF
SH-2026-019062,Late,Infull,Not OTIF
SH-2026-019063,Ontime,Infull,OTIF
SH-2026-019064,Late,Infull,Not OTIF
SH-2026-019065,Ontime,Short,Not OTIF
SH-2026-019066,Ontime,Infull,Not OTIF
SH-2026-019067,Ontime,Infull,OTIF
SH-2026-019068,Ontime,Infull,Not OTIF
SH-2026-019069,Ontime,Infull,OTIF
SH-2026-019070,Ontime,Infull,OTIF
SH-2026-019071,Ontime,Infull,OTIF
SH-2026-019072,Ontime,Infull,OTIF
SH-2026-019073,Ontime,Infull,OTIF
SH-2026-019074,Ontime,Infull,Not OTIF
SH-2026-019075,Ontime,Infull,OTIF
SH-2026-019076,Ontime,Infull,OTIF
SH-2026-019077,Ontime,Infull,OTIF
SH-2026-019078,Ontime,Short,Not OTIF
SH-2026-019079,Late,Infull,Not OTIF
SH-2026-019080,Ontime,Infull,OTIF
SH-2026-019081,Ontime,Infull,OTIF
SH-2026-019082,Late,Infull,Not OTIF
SH-2026-019083,Late,Infull,Not OTIF
SH-2026-019084,Ontime,Infull,OTIF
SH-2026-019085,Ontime,Infull,OTIF
SH-2026-019086,Ontime,Infull,Not OTIF
SH-2026-019087,Ontime,Infull,OTIF
SH-2026-019088,Late,Infull,Not OTIF
SH-2026-019089,Ontime,Infull,Not OTIF
SH-2026-019090,Ontime,Infull,OTIF
SH-2026-019091,Ontime,Short,Not OTIF
SH-2026-019092,Late,Infull,Not OTIF
SH-2026-019093,Ontime,Infull,OTIF
SH-2026-019094,Ontime,Infull,OTIF
SH-2026-019095,Ontime,Infull,OTIF
SH-2026-019096,Ontime,Infull,Not OTIF
SH-2026-019097,Ontime,Infull,OTIF
SH-2026-019098,Ontime,Infull,Not OTIF
SH-2026-019099,Ontime,Infull,OTIF
SH-2026-019100,Late,Infull,Not OTIF
SH-2026-019101,Ontime,Infull,OTIF
SH-2026-019102,Ontime,Infull,OTIF
SH-2026-019103,Late,Infull,Not OTIF
SH-2026-019104,Ontime,Infull,OTIF
SH-2026-019105,Ontime,Infull,OTIF
SH-2026-019106,Ontime,Infull,Not OTIF
SH-2026-019107,Ontime,Infull,Not OTIF
SH-2026-019108,Ontime,Infull,OTIF
SH-2026-019109,Ontime,Infull,OTIF
SH-2026-019110,Ontime,Infull,OTIF
SH-2026-019111,Ontime,Infull,OTIF
SH-2026-019112,Ontime,Infull,OTIF
SH-2026-019113,Late,Infull,Not OTIF
SH-2026-019114,Ontime,Infull,OTIF
SH-2026-019115,Ontime,Infull,OTIF
SH-2026-019116,Ontime,Infull,OTIF
SH-2026-019117,Ontime,Infull,OTIF
SH-2026-019118,Ontime,Infull,OTIF
SH-2026-019119,Ontime,Infull,OTIF
SH-2026-019120,Ontime,Short,Not OTIF
SH-2026-019121,Ontime,Infull,OTIF
SH-2026-019122,Ontime,Infull,OTIF
SH-2026-019123,Ontime,Infull,OTIF
SH-2026-019124,Ontime,Infull,OTIF
SH-2026-019125,Ontime,Infull,OTIF
SH-2026-019126,Ontime,Infull,OTIF
SH-2026-019127,Ontime,Infull,OTIF
SH-2026-019128,Late,Short,Not OTIF
SH-2026-019129,Ontime,Infull,OTIF
SH-2026-019130,Ontime,Infull,OTIF
SH-2026-019131,Late,Infull,Not OTIF
SH-2026-019132,Ontime,Infull,OTIF
SH-2026-019133,Ontime,Infull,OTIF
SH-2026-019134,Ontime,Infull,OTIF
SH-2026-019135,Ontime,Infull,OTIF
SH-2026-019136,Ontime,Infull,OTIF
SH-2026-019137,Ontime,Infull,OTIF
SH-2026-019138,Late,Infull,Not OTIF
SH-2026-019139,Ontime,Infull,OTIF
SH-2026-019140,Ontime,Infull,OTIF
SH-2026-019141,Ontime,Infull,OTIF
SH-2026-019142,Ontime,Infull,OTIF
SH-2026-019143,Ontime,Infull,OTIF
SH-2026-019144,Ontime,Infull,OTIF
SH-2026-019145,Ontime,Infull,OTIF
SH-2026-019146,Ontime,Infull,OTIF
SH-2026-019147,Late,Infull,Not OTIF
SH-2026-019148,Late,Infull,Not OTIF
SH-2026-019149,Ontime,Infull,OTIF
SH-2026-019150,Ontime,Infull,OTIF
SH-2026-019151,Late,Infull,Not OTIF
SH-2026-019152,Ontime,Infull,OTIF
SH-2026-019153,Ontime,Infull,OTIF
SH-2026-019154,Late,Infull,Not OTIF
SH-2026-019155,Ontime,Infull,OTIF
SH-2026-019156,Late,Infull,Not OTIF
SH-2026-019157,Ontime,Infull,OTIF
SH-2026-019158,Ontime,Infull,OTIF
SH-2026-019159,Late,Infull,Not OTIF
SH-2026-019160,Late,Infull,Not OTIF
SH-2026-019161,Late,Infull,Not OTIF
SH-2026-019162,Ontime,Infull,OTIF
SH-2026-019163,Ontime,Infull,OTIF
SH-2026-019164,Ontime,Infull,OTIF
SH-2026-019165,Ontime,Infull,OTIF
SH-2026-019166,Ontime,Infull,OTIF
SH-2026-019167,Ontime,Infull,OTIF
SH-2026-019168,Ontime,Infull,OTIF
SH-2026-019169,Late,Infull,Not OTIF
SH-2026-019170,Ontime,Infull,OTIF
SH-2026-019171,Ontime,Infull,OTIF
SH-2026-019172,Ontime,Infull,OTIF
SH-2026-019173,Ontime,Infull,OTIF
SH-2026-019174,Ontime,Infull,OTIF
SH-2026-019175,Ontime,Infull,OTIF
SH-2026-019176,Ontime,Infull,OTIF
SH-2026-019177,Ontime,Infull,Not OTIF
SH-2026-019178,Ontime,Infull,OTIF
SH-2026-019179,Ontime,Infull,OTIF
SH-2026-019180,Ontime,Infull,OTIF
SH-2026-019181,Ontime,Infull,OTIF
SH-2026-019182,Ontime,Infull,OTIF
SH-2026-019183,Ontime,Infull,OTIF
SH-2026-019184,Late,Infull,Not OTIF
SH-2026-019185,Ontime,Infull,OTIF
SH-2026-019186,Late,Infull,Not OTIF
SH-2026-019187,Ontime,Infull,OTIF
SH-2026-019188,Ontime,Infull,OTIF
SH-2026-019189,Ontime,Infull,OTIF
SH-2026-019190,Ontime,Infull,OTIF
SH-2026-019191,Ontime,Infull,OTIF
SH-2026-019192,Ontime,Infull,OTIF
SH-2026-019193,Ontime,Infull,OTIF
SH-2026-019194,Ontime,Infull,OTIF
SH-2026-019195,Ontime,Infull,OTIF
SH-2026-019196,Ontime,Infull,OTIF
SH-2026-019197,Ontime,Infull,OTIF
SH-2026-019198,Ontime,Infull,OTIF
SH-2026-019199,Late,Infull,Not OTIF
SH-2026-019200,Ontime,Infull,OTIF
SH-2026-019201,Ontime,Infull,OTIF
SH-2026-019202,Ontime,Infull,OTIF
SH-2026-019203,Ontime,Infull,OTIF
SH-2026-019204,Ontime,Infull,OTIF
SH-2026-019205,Ontime,Infull,OTIF
SH-2026-019206,Ontime,Infull,OTIF
SH-2026-019207,Ontime,Infull,OTIF
SH-2026-019208,Ontime,Infull,OTIF
SH-2026-019209,Ontime,Infull,OTIF
SH-2026-019210,Ontime,Infull,OTIF
SH-2026-019211,Ontime,Infull,OTIF
SH-2026-019212,Ontime,Infull,OTIF
SH-2026-019213,Ontime,Infull,OTIF
SH-2026-019214,Ontime,Infull,OTIF
SH-2026-019215,Ontime,Infull,OTIF
SH-2026-019216,Ontime,Infull,OTIF
SH-2026-019217,Ontime,Infull,OTIF
SH-2026-019218,Ontime,Infull,OTIF
SH-2026-019219,Ontime,Infull,OTIF
SH-2026-019220,Ontime,Short,Not OTIF
SH-2026-019221,Ontime,Short,Not OTIF
SH-2026-019222,Ontime,Infull,OTIF
SH-2026-019223,Ontime,Infull,OTIF
SH-2026-019224,Ontime,Infull,OTIF
SH-2026-019225,Ontime,Infull,OTIF
SH-2026-019226,Ontime,Infull,OTIF
SH-2026-019227,Ontime,Infull,OTIF
SH-2026-019228,Ontime,Infull,OTIF
SH-2026-019229,Ontime,Short,Not OTIF
SH-2026-019230,Ontime,Infull,OTIF
SH-2026-019231,Ontime,Infull,OTIF
SH-2026-019232,Ontime,Infull,OTIF
SH-2026-019233,Ontime,Infull,OTIF
SH-2026-019234,Ontime,Short,Not OTIF
SH-2026-019235,Ontime,Infull,OTIF
SH-2026-019236,Ontime,Infull,OTIF
SH-2026-019237,Ontime,Infull,OTIF
SH-2026-019238,Ontime,Infull,OTIF
SH-2026-019239,Ontime,Infull,OTIF
SH-2026-019240,Ontime,Infull,OTIF
SH-2026-019241,Ontime,Short,Not OTIF
SH-2026-019242,Ontime,Infull,OTIF
SH-2026-019243,Ontime,Infull,OTIF
SH-2026-019244,Ontime,Infull,OTIF
SH-2026-019245,Ontime,Infull,OTIF
SH-2026-019246,Ontime,Infull,OTIF
SH-2026-019247,Ontime,Infull,OTIF
SH-2026-019248,Ontime,Infull,OTIF
SH-2026-019249,Ontime,Infull,OTIF
SH-2026-019250,Ontime,Infull,OTIF
SH-2026-019251,Ontime,Infull,OTIF
SH-2026-019252,Ontime,Short,Not OTIF
SH-2026-019253,Ontime,Infull,OTIF
SH-2026-019254,Ontime,Infull,OTIF
SH-2026-019255,Ontime,Short,Not OTIF
SH-2026-019256,Ontime,Infull,OTIF
SH-2026-019257,Ontime,Infull,OTIF
SH-2026-019258,Ontime,Infull,OTIF
SH-2026-019259,Ontime,Infull,OTIF
SH-2026-019260,Ontime,Infull,OTIF
SH-2026-019261,Ontime,Infull,OTIF
SH-2026-019262,Ontime,Infull,OTIF
SH-2026-019263,Ontime,Short,Not OTIF
SH-2026-019264,Ontime,Infull,OTIF
SH-2026-019265,Ontime,Infull,OTIF
SH-2026-019266,Ontime,Short,Not OTIF
SH-2026-019267,Ontime,Infull,OTIF
SH-2026-019268,Ontime,Short,Not OTIF
SH-2026-019269,Ontime,Infull,OTIF
SH-2026-019270,Ontime,Infull,OTIF
SH-2026-019271,Ontime,Infull,OTIF
SH-2026-019272,Ontime,Infull,OTIF
SH-2026-019273,Ontime,Infull,OTIF
SH-2026-019274,Ontime,Infull,OTIF
SH-2026-019275,Ontime,Infull,OTIF
SH-2026-019276,Ontime,Infull,OTIF
SH-2026-019277,Ontime,Infull,OTIF
SH-2026-019278,Ontime,Infull,OTIF
SH-2026-019279,Ontime,Infull,OTIF
SH-2026-019280,Ontime,Infull,OTIF
SH-2026-019281,Ontime,Infull,OTIF
SH-2026-019282,Ontime,Infull,OTIF
SH-2026-019283,Ontime,Infull,OTIF
SH-2026-019284,Ontime,Infull,OTIF
SH-2026-019285,Ontime,Infull,OTIF
SH-2026-019286,Ontime,Infull,OTIF
SH-2026-019287,Ontime,Infull,OTIF
SH-2026-019288,Ontime,Infull,OTIF
SH-2026-019289,Ontime,Infull,OTIF
SH-2026-019290,Ontime,Infull,OTIF
SH-2026-019291,Ontime,Infull,OTIF
SH-2026-019292,Ontime,Infull,OTIF
SH-2026-019293,Ontime,Infull,OTIF
SH-2026-019294,Ontime,Infull,OTIF
SH-2026-019295,Ontime,Infull,OTIF
SH-2026-019296,Ontime,Infull,OTIF
SH-2026-019297,Ontime,Infull,OTIF
SH-2026-019298,Ontime,Infull,OTIF
SH-2026-019299,Ontime,Infull,OTIF
SH-2026-019300,Ontime,Infull,OTIF
SH-2026-019301,Ontime,Infull,OTIF
SH-2026-019302,Ontime,Infull,OTIF
SH-2026-019303,Ontime,Infull,OTIF
SH-2026-019304,Ontime,Infull,OTIF
SH-2026-019305,Ontime,Infull,OTIF
SH-2026-019306,Ontime,Infull,OTIF
SH-2026-019307,Ontime,Infull,OTIF
SH-2026-019308,Ontime,Infull,OTIF
SH-2026-019309,Ontime,Infull,OTIF
SH-2026-019310,Ontime,Infull,OTIF
SH-2026-019311,Ontime,Infull,OTIF
SH-2026-019312,Ontime,Infull,OTIF
SH-2026-019313,Ontime,Infull,OTIF
SH-2026-019314,Ontime,Infull,OTIF
SH-2026-019315,Ontime,Infull,OTIF
SH-2026-019316,Ontime,Infull,OTIF
SH-2026-019317,Ontime,Infull,OTIF
SH-2026-019318,Ontime,Infull,OTIF
SH-2026-019319,Ontime,Infull,OTIF
SH-2026-019320,Ontime,Infull,OTIF
SH-2026-019321,Ontime,Infull,OTIF
SH-2026-019322,Ontime,Infull,OTIF
SH-2026-019323,Ontime,Infull,OTIF
SH-2026-019324,Ontime,Infull,OTIF
SH-2026-019325,Ontime,Infull,OTIF
SH-2026-019326,Ontime,Infull,OTIF
SH-2026-019327,Ontime,Infull,OTIF
SH-2026-019328,Ontime,Infull,OTIF
SH-2026-019329,Ontime,Infull,OTIF
SH-2026-019330,Ontime,Infull,OTIF
SH-2026-019331,Ontime,Infull,OTIF
SH-2026-019332,Ontime,Infull,OTIF
SH-2026-019333,Ontime,Infull,OTIF
SH-2026-019334,Ontime,Infull,OTIF
SH-2026-019335,Ontime,Infull,OTIF
SH-2026-019336,Ontime,Infull,OTIF
SH-2026-019337,Ontime,Infull,OTIF
SH-2026-019338,Ontime,Infull,OTIF
SH-2026-019339,Ontime,Infull,OTIF
SH-2026-019340,Ontime,Infull,OTIF
SH-2026-019341,Ontime,Infull,OTIF
SH-2026-019342,Ontime,Infull,OTIF
SH-2026-019343,Ontime,Infull,OTIF
SH-2026-019344,Ontime,Infull,OTIF
SH-2026-019345,Ontime,Infull,OTIF
SH-2026-019346,Ontime,Infull,OTIF
SH-2026-019347,Ontime,Infull,OTIF
SH-2026-019348,Ontime,Infull,OTIF
SH-2026-019349,Ontime,Infull,OTIF
SH-2026-019350,Ontime,Infull,OTIF
SH-2026-019351,Ontime,Infull,OTIF
SH-2026-019352,Ontime,Infull,OTIF
SH-2026-019353,Ontime,Infull,OTIF
SH-2026-019354,Ontime,Infull,OTIF
SH-2026-019355,Ontime,Infull,OTIF
SH-2026-019356,Ontime,Infull,OTIF
SH-2026-019357,Ontime,Infull,OTIF
SH-2026-019358,Ontime,Infull,OTIF
SH-2026-019359,Ontime,Infull,OTIF
SH-2026-019360,Ontime,Infull,OTIF
SH-2026-019361,Ontime,Infull,OTIF
SH-2026-019362,Ontime,Infull,OTIF
SH-2026-019363,Ontime,Infull,OTIF
SH-2026-019364,Ontime,Infull,OTIF
SH-2026-019365,Ontime,Infull,OTIF
SH-2026-019366,Ontime,Infull,OTIF
SH-2026-019367,Ontime,Infull,OTIF
SH-2026-019368,Ontime,Infull,OTIF
SH-2026-019369,Ontime,Infull,OTIF
SH-2026-019370,Ontime,Infull,OTIF
SH-2026-019371,Ontime,Infull,OTIF
SH-2026-019372,Ontime,Infull,OTIF
SH-2026-019373,Ontime,Infull,OTIF
SH-2026-019374,Ontime,Infull,OTIF
SH-2026-019375,Ontime,Infull,OTIF
SH-2026-019376,Ontime,Infull,OTIF
SH-2026-019377,Ontime,Infull,OTIF
SH-2026-019378,Ontime,Infull,OTIF
SH-2026-019379,Ontime,Infull,OTIF
SH-2026-019380,Ontime,Infull,OTIF
SH-2026-019381,Ontime,Infull,OTIF
SH-2026-019382,Ontime,Infull,OTIF
SH-2026-019383,Ontime,Infull,OTIF
SH-2026-019384,Ontime,Infull,OTIF
SH-2026-019385,Ontime,Infull,OTIF
SH-2026-019386,Ontime,Infull,OTIF
SH-2026-019387,Ontime,Infull,OTIF
SH-2026-019388,Ontime,Infull,OTIF
SH-2026-019389,Ontime,Infull,OTIF
SH-2026-019390,Ontime,Infull,OTIF
SH-2026-019391,Ontime,Infull,OTIF
SH-2026-019392,Ontime,Infull,OTIF
SH-2026-019393,Ontime,Infull,OTIF
SH-2026-019394,Ontime,Infull,OTIF
SH-2026-019395,Ontime,Infull,OTIF
SH-2026-019396,Ontime,Infull,OTIF
SH-2026-019397,Ontime,Infull,OTIF
SH-2026-019398,Ontime,Short,Not OTIF
SH-2026-019399,Ontime,Infull,OTIF
SH-2026-019400,Ontime,Infull,OTIF
SH-2026-019401,Ontime,Infull,OTIF
SH-2026-019402,Ontime,Infull,OTIF
SH-2026-019403,Ontime,Infull,OTIF
SH-2026-019404,Ontime,Infull,OTIF
SH-2026-019405,Ontime,Infull,OTIF
SH-2026-019406,Ontime,Infull,OTIF
SH-2026-019407,Ontime,Infull,OTIF
SH-2026-019408,Ontime,Infull,OTIF
SH-2026-019409,Ontime,Infull,OTIF
SH-2026-019410,Late,Infull,Not OTIF
SH-2026-019411,Late,Infull,Not OTIF
SH-2026-019412,Ontime,Infull,OTIF
SH-2026-019413,Ontime,Infull,OTIF
SH-2026-019414,Ontime,Infull,OTIF
SH-2026-019415,Ontime,Infull,OTIF
SH-2026-019416,Ontime,Infull,OTIF
SH-2026-019417,Ontime,Infull,OTIF
SH-2026-019418,Ontime,Infull,OTIF
SH-2026-019419,Ontime,Infull,OTIF
SH-2026-019420,Ontime,Infull,OTIF
SH-2026-019421,Ontime,Infull,OTIF
SH-2026-019422,Ontime,Infull,OTIF
SH-2026-019423,Ontime,Infull,OTIF
SH-2026-019424,Ontime,Infull,OTIF
SH-2026-019425,Ontime,Infull,OTIF
SH-2026-019426,Ontime,Infull,OTIF
SH-2026-019427,Ontime,Infull,OTIF
SH-2026-019428,Ontime,Infull,OTIF
SH-2026-019429,Ontime,Infull,OTIF
SH-2026-019430,Ontime,Infull,OTIF
SH-2026-019431,Ontime,Infull,OTIF
SH-2026-019432,Ontime,Infull,OTIF
SH-2026-019433,Ontime,Infull,OTIF
SH-2026-019434,Ontime,Infull,OTIF
SH-2026-019435,Ontime,Infull,OTIF
SH-2026-019436,Ontime,Infull,OTIF
SH-2026-019437,Ontime,Infull,OTIF
SH-2026-019438,Ontime,Infull,OTIF
SH-2026-019439,Ontime,Infull,OTIF
SH-2026-019440,Ontime,Infull,OTIF
SH-2026-019441,Ontime,Short,Not OTIF
SH-2026-019442,Ontime,Short,Not OTIF
SH-2026-019443,Ontime,Short,Not OTIF
SH-2026-019444,Ontime,Infull,OTIF
SH-2026-019445,Ontime,Infull,OTIF
SH-2026-019446,Ontime,Infull,OTIF
SH-2026-019447,Ontime,Infull,OTIF
SH-2026-019448,Ontime,Infull,OTIF
SH-2026-019449,Ontime,Infull,OTIF
SH-2026-019450,Ontime,Infull,OTIF
SH-2026-019451,Ontime,Infull,OTIF
SH-2026-019452,Ontime,Infull,OTIF
SH-2026-019453,Ontime,Infull,OTIF
SH-2026-019454,Ontime,Infull,OTIF
SH-2026-019455,Ontime,Infull,OTIF
SH-2026-019456,Ontime,Short,Not OTIF
SH-2026-019457,Ontime,Infull,OTIF
SH-2026-019458,Ontime,Infull,OTIF
SH-2026-019459,Ontime,Infull,OTIF
SH-2026-019460,Ontime,Infull,OTIF
SH-2026-019461,Ontime,Infull,OTIF
SH-2026-019462,Ontime,Infull,OTIF
SH-2026-019463,Ontime,Infull,OTIF
SH-2026-019464,Ontime,Short,Not OTIF
SH-2026-019465,Ontime,Infull,OTIF
